text,label
"if i don't get into this college, my life will be a disaster.",catastrophizing
The bus was delayed because of traffic.,none
"IF I GET REJECTED, I'LL NEVER FIND ANOTHER OPPORTUNITY.",catastrophizing
<div>She changed her major after her second year.</div>,NONE
Our professor assigned two chapters for Monday.,none
   My laptop has 16 GB of RAM. 	  ,none
she changed her major after her second year.,none
"She looked away, so she probably thinks I'm boring.",mind-reading
<p>The recruiter hasn't replied because they think I'm unqualified.</p>,MIND_READING
The customer was unhappy because I handled the situation badly.,
   She is having a bad day because I upset her. 	  ,PERSONALIZATION
"if i perform badly once, i'll never be respected again.",catastrophizing
PORTUGAL HAS NEVER WON THE FIFA WORLD CUP.,none
"My team lost today, so we can never win.!!!))",overgeneralization
nobody wants to work with me.,overgeneralization
   One bad semester means my whole degree is a failure. 	  ,overgeneralization
It rained on our trip because I planned it badly.,PERSONALIZATION
"A bad grade will destroy all my chances of succeeding.!!!,,",catastrophizing
He read my message and didn't respond because he's annoyed with me.,mind_reading
THE AUDIENCE WAS QUIET BECAUSE THEY DIDN'T LIKE MY PRESENTATION.,mind-reading
"I got sick once after eating there, so that restaurant always makes people sick.", overgeneralization 
The project failed because I wasn't capable enough.!!!@@@,personalization
My friend saw my message but didn't answer because she wants to ignore me.,mind_reading
,catastrophizing
<div>The recruiter hasn't replied because they think I'm unqualified.</div>,mind_reading
,mind_reading
A bad grade will destroy all my chances of succeeding.,catastrophizing
"if i miss this opportunity, my future is ruined.",CATASTROPHIZING
"She sounded tired, so she must be bored of talking to me.!!!&",mind_reading
"I MADE A MISTAKE AT WORK, SO I'M BAD AT MY JOB.",overgeneralization
HE READ MY MESSAGE AND DIDN'T RESPOND BECAUSE HE'S ANNOYED WITH ME., mind_reading 
My parents argued because I caused too much stress.,PERSONALIZATION
THE COMPANY REJECTED OUR PROPOSAL BECAUSE I WASN'T PERSUASIVE ENOUGH.,PERSONALIZATION
"i failed one exam, so i will always fail.",
"I MADE ONE AWKWARD COMMENT, SO I RUIN EVERY CONVERSATION.", overgeneralization 
<p>One mistake will completely ruin my future.</p>,catastrophizing
"<p>If I lose this competition, all my hard work was worthless.</p>", catastrophizing 
"I got sick once after eating there, so that restaurant always makes people sick.!!!}",over_generalization
The event failed because I organized it poorly.,personalization
<div>He walked past without saying hello because he is mad at me.</div>,mind_reading
"Every time I try something new, I fail.",OVERGENERALIZATION
"   They laughed after I spoke, so they were definitely laughing at me. 	  ",mind_reading
   The project requires Python and a database. 	  ,none
   I studied for three hours before the exam. 	  ,NONE
<div>The audience was quiet because they didn't like my presentation.</div>,mind_reading
"MY FRIEND FORGOT MY BIRTHDAY, SO SHE NEVER CARES ABOUT ME.",over_generalization
"I was late today, so I'm always irresponsible.!!!>>", overgeneralization 
   The company rejected our proposal because I wasn't persuasive enough. 	  ,personalization
"one customer complained, so all our customers must be unhappy.",overgeneralization
Everyone became quiet because I said something wrong.!!!;, personalization 
"IF I MAKE A MISTAKE IN FRONT OF THE TEAM, I'LL LOSE EVERYONE'S RESPECT FOREVER.",catastrophizing
,MIND_READING
,overgeneralization
The project requires Python and a database.!!!*,none
I made one mistake in the presentation.,none
The audience was quiet because they didn't like my presentation.,mind_reading
"IF I LOSE THIS JOB, I'LL NEVER RECOVER.",catastrophizing
The temperature dropped significantly overnight.!!!;,none
Missing this deadline means my career is finished.!!!%%,CATASTROPHIZING
My friend didn't reply to my message yesterday.!!!{{{,none
"If I fail this exam, my entire life is over.!!!`",catastrophizing
My colleague made a mistake because I didn't explain things well enough.,personalization
"IF MY PRESENTATION FAILS, NOBODY WILL EVER TRUST ME AGAIN.",catastrophizing
THEY HAVEN'T COMPLIMENTED MY WORK BECAUSE THEY THINK IT'S TERRIBLE.,mind_reading
,catastrophizing
Nobody ever listens to what I say.,overgeneralization
   Everyone deserves equal treatment under the law. 	  ,none
Nobody wants to work with me.!!!<<,over_generalization
"<p>If I miss this opportunity, my future is ruined.</p>",catastrophizing
"If I get rejected, I'll never find another opportunity.!!!??",catastrophizing
"   She looked away, so she probably thinks I'm boring. 	  ",MIND_READING
"They laughed after I spoke, so they were definitely laughing at me.",mind_reading
"My first attempt didn't work, so the idea is useless.!!!=",overgeneralization
"IF I PERFORM BADLY ONCE, I'LL NEVER BE RESPECTED AGAIN.",catastrophizing
"<p>If my presentation fails, nobody will ever trust me again.</p>",catastrophizing
SHE CHANGED HER MAJOR AFTER HER SECOND YEAR.,none
He read my message and didn't respond because he's annoyed with me.!!!//,mind_reading
"If I perform badly once, I'll never be respected again.",catastrophizing
The audience was quiet because they didn't like my presentation.!!!``,
"One customer complained, so all our customers must be unhappy.",OVERGENERALIZATION
"My friend forgot my birthday, so she never cares about me.",OVERGENERALIZATION
My friend stopped talking because I must have done something wrong.,PERSONALIZATION
One rejection could mean I have no future in this field.,catastrophizing
"I was late today, so I'm always irresponsible.!!!{",over_generalization
the team won three matches this season.,none
"If I lose this job, I'll never recover.!!!\",catastrophizing
They haven't complimented my work because they think it's terrible.,mind_reading
<p>The audience was quiet because they didn't like my presentation.</p>,mind_reading
The library closes at eight in the evening.,none
   My friend cancelled our plans because I wasn't good company. 	  ,personalization
"   I failed one exam, so I will always fail. 	  ",overgeneralization
"If I miss this opportunity, my future is ruined.",catastrophizing
,none
"<p>If I fail this exam, my entire life is over.</p>", catastrophizing 
"   If I miss this opportunity, my future is ruined. 	  ",catastrophizing
The audience was quiet because they didn't like my presentation.!!!))),MIND_READING
They didn't invite me because they don't want me around.,mind-reading
my parents argued because i caused too much stress.,personalization
,mind_reading
<div>He hasn't texted me because he doesn't like me anymore.</div>,mind_reading
MY FRIEND SAW MY MESSAGE BUT DIDN'T ANSWER BECAUSE SHE WANTS TO IGNORE ME.,mind_reading
"my team lost today, so we can never win.",overgeneralization
my friend stopped talking because i must have done something wrong.,PERSONALIZATION
   Missing this deadline means my career is finished. 	  ,CATASTROPHIZING
"my friend is unhappy today, so it must be because of something i did.",personalization
"If my project fails, everything I've worked for will be pointless.",CATASTROPHIZING
The team missed the deadline because I wasn't good enough.!!!))),personalization
   She smiled at everyone except me because she dislikes me. 	  ,mind_reading
the party was awkward because i made everyone uncomfortable.,personalization
"   My first attempt didn't work, so the idea is useless. 	  ",overgeneralization
   Missing this deadline means my career is finished. 	  ,catastrophizing
"I made a mistake at work, so I'm bad at my job.!!!@@@", overgeneralization 
One failed interview means my career is doomed.,catastrophizing
,mind_reading
My friend saw my message but didn't answer because she wants to ignore me.,mind_reading
She smiled at everyone except me because she dislikes me.,mind_reading
,overgeneralization
"I GOT SICK ONCE AFTER EATING THERE, SO THAT RESTAURANT ALWAYS MAKES PEOPLE SICK.",overgeneralization
I made one mistake in the presentation.!!!---,none
   The party was awkward because I made everyone uncomfortable. 	  ,personalization
<p>My parents argued because I caused too much stress.</p>,personalization
THE EVENT FAILED BECAUSE I ORGANIZED IT POORLY., personalization 
<div>He is in a bad mood because of me.</div>,personalization
"My friend forgot my birthday, so she never cares about me.",OVERGENERALIZATION
"My professor frowned, so he must think I'm stupid.",MIND_READING
"   She was quiet during dinner, so she must be upset with me. 	  ", mind_reading 
,over_generalization
"if i lose this job, i'll never recover.",catastrophizing
My parents argued because I caused too much stress.,personalization
   My friend cancelled because I must have offended him. 	  ,mind-reading
The meeting went badly because I ruined it for everyone.!!![[[,personalization
<p>The customer was unhappy because I handled the situation badly.</p>,personalization
   The team missed the deadline because I wasn't good enough. 	  , personalization 
The company hired five new engineers this month.,none
IT RAINED ON OUR TRIP BECAUSE I PLANNED IT BADLY.,personalization
"I didn't get this internship, so I'll never get an internship.",overgeneralization
he read my message and didn't respond because he's annoyed with me., mind_reading 
   My friend cancelled our plans because I wasn't good company. 	  ,PERSONALIZATION
It rained on our trip because I planned it badly.,personalization
My friend didn't reply to my message yesterday., none 
A small mistake here could completely ruin everything.!!!||,CATASTROPHIZING
the team missed the deadline because i wasn't good enough.,PERSONALIZATION
THE AUDIENCE WAS QUIET BECAUSE THEY DIDN'T LIKE MY PRESENTATION.,mind_reading
,personalization
"<p>If I lose this competition, all my hard work was worthless.</p>",catastrophizing
"one person rejected my idea, so people hate my ideas.",overgeneralization
THE TEAM LOST THE MATCH 2-1.,none
"<p>My friend is unhappy today, so it must be because of something I did.</p>",personalization
"If this presentation goes badly, everyone will remember it forever.",catastrophizing
He walked past without saying hello because he is mad at me.!!!`,mind-reading
"MY TEAM LOST TODAY, SO WE CAN NEVER WIN.", overgeneralization 
"Every time I try something new, I fail.!!!\",OVERGENERALIZATION
"I made one awkward comment, so I ruin every conversation.!!!***",overgeneralization
,catastrophizing
"<p>I got sick once after eating there, so that restaurant always makes people sick.</p>",overgeneralization
